Registration Number,Name,CGPA,Projects,Internships,Courses,No_of_Certs,Certifications,LeetCode Score,Placement Status,Company Portfolio,10th Grade Percentage,12th Grade Percentage,CTC,IQ,Gender,Skills,Skill Score
20CSE0086,Adam Baker,7.37,3,['Software Engineer'],['Cloud Engineer'],1,7,73,Not Placed,None,89,87,25 LPA,146,Male,['Java'],5
20ECE0125,John Santos,9.91,5,['Robotics'],"['Chip Design', 'Cloud Engineer']",2,0,437,Placed,REGULAR,82,93,20 LPA,127,Male,"['Python', 'Database Management', 'C++']",1
20CSE0089,Jason Evans,7.21,10,['Business Management'],"['ML Engineer', 'ML Engineer']",2,3,333,Placed,SUPER DREAM,72,61,40 LPA,115,Female,"['C++', 'Communication']",8
20CSE0298,Victoria Higgins,8.59,9,"['ML/AI', 'Hardware Engineer', 'Business Management']","['CSC Backend', 'CSC Backend']",2,9,151,Placed,SUPER DREAM,93,98,90 LPA,143,Male,['Java'],7
20CSE0291,Michael Wyatt,7.01,8,"['System Design', 'Hardware Engineer', 'UI Design']",['Chip Design'],1,9,55,Placed,REGULAR,100,63,25 LPA,106,Male,"['Database Management', 'Python', 'Web Development', 'Java']",10
20ECE0288,Jeffrey Ferguson,9.56,5,['ML/AI'],"['VLSI', 'System Design', 'Chip Design']",3,7,73,Not Placed,None,62,83,1 CR LPA,108,Male,"['Database Management', 'Web Development', 'Communication', 'Machine Learning', 'Python']",8
20CSE0116,Jason Lewis,6.28,9,['Business Management'],['Cloud Engineer'],1,2,460,Placed,SUPER DREAM,92,91,6 LPA,132,Female,"['Web Development', 'Communication', 'Machine Learning', 'Data Analysis']",1
20CSE0167,Kimberly Robinson,8.34,5,"['Hardware Engineer', 'UI Design']","['Cloud Engineer', 'Cloud Engineer', 'ML Engineer']",3,7,432,Placed,DREAM,84,78,80 LPA,104,Male,"['Web Development', 'Java']",10
20CSE0214,Aaron Kelly,9.95,5,"['ML/AI', 'Robotics']","['Cloud Engineer', 'VLSI', 'CSC Backend', 'CSC Frontend']",4,1,432,Not Placed,None,94,85,50 LPA,124,Male,"['Java', 'Database Management', 'Machine Learning', 'Data Analysis']",10
20EEE0192,Connie Navarro,6.76,1,['Hardware Engineer'],"['CSC Backend', 'ML Engineer']",2,9,5,Not Placed,None,100,67,4 LPA,104,Female,"['Machine Learning', 'Data Analysis', 'Database Management', 'C++', 'Python']",2
20CSE0316,Carrie Gomez,8.65,1,"['Cloud Engineer', 'Hardware Engineer']",['Cloud Engineer'],1,7,48,Placed,REGULAR,88,99,40 LPA,135,Male,['Web Development'],4
20ECE0092,Dominique Johnson,7.0,6,"['Cloud Engineer', 'Hardware Engineer', 'Robotics']","['ML Engineer', 'CSC Frontend']",2,2,208,Not Placed,None,62,99,25 LPA,129,Female,"['Database Management', 'C++', 'Java']",5
20ECE0142,Michael Robinson,6.1,10,"['ML Engineer', 'Business Management']","['Chip Design', 'CSC Backend']",2,2,343,Not Placed,None,77,68,10 LPA,150,Female,"['Database Management', 'Java']",1
20ECE0257,Carla Robertson,8.76,6,"['Chip Design', 'Chip Design']","['ML Engineer', 'ML Engineer']",2,2,18,Placed,REGULAR,95,72,30 LPA,89,Male,"['Data Analysis', 'Java', 'Database Management']",4
20CSE0300,Donald Silva,8.78,8,"['Software Engineer', 'Software Engineer', 'Cloud Engineer']","['ML Engineer', 'ML Engineer', 'CSC Frontend']",3,8,232,Not Placed,None,91,69,25 LPA,125,Male,"['Data Analysis', 'Communication', 'Web Development', 'Machine Learning']",3
20CSE0302,Brittany Morris,6.76,1,['System Design'],"['System Design', 'Chip Design', 'VLSI', 'Cloud Engineer']",4,3,306,Not Placed,None,100,62,50 LPA,150,Female,"['Java', 'Python', 'C++', 'Machine Learning', 'Web Development']",2
20CSE0066,Melissa Wells,7.46,1,"['ML/AI', 'Software Engineer']",['VLSI'],1,8,398,Not Placed,None,91,84,25 LPA,100,Male,"['C++', 'Machine Learning', 'Database Management', 'Communication']",1
20EEE0130,Ann Goodman,6.11,4,['Business Management'],['Cloud Engineer'],1,9,181,Not Placed,None,69,69,1 CR LPA,82,Male,"['Database Management', 'Python', 'C++', 'Machine Learning']",10
20ECE0311,Shelly Garcia,8.93,4,['Software Engineer'],"['VLSI', 'System Design', 'CSC Backend']",3,7,304,Not Placed,None,85,73,30 LPA,114,Female,"['Communication', 'Data Analysis', 'Java', 'Database Management', 'C++']",9
20EEE0251,Christopher Green,6.88,10,"['ML Engineer', 'System Design', 'UI Design']",['CSC Frontend'],1,5,157,Placed,REGULAR,90,90,70 LPA,92,Male,['Web Development'],3
20ECE0108,Dorothy Horne,9.64,7,"['Chip Design', 'UI Design']","['System Design', 'ML Engineer', 'Chip Design']",3,2,9,Placed,DREAM,78,66,8 LPA,143,Male,"['Database Management', 'Web Development']",3
20ECE0162,James Jones,7.3,5,"['Robotics', 'UI Design']","['System Design', 'Chip Design', 'ML Engineer', 'Chip Design']",4,1,52,Not Placed,None,75,65,1 CR LPA,90,Male,"['C++', 'Machine Learning', 'Java', 'Communication', 'Web Development']",7
20EEE0196,Heather Mendoza,7.05,5,"['ML/AI', 'System Design', 'ML/AI']","['ML Engineer', 'ML Engineer']",2,8,227,Not Placed,None,62,79,80 LPA,86,Female,"['C++', 'Java', 'Data Analysis', 'Python', 'Database Management']",7
20CSE0155,Julie Rodriguez,6.54,7,"['Cloud Engineer', 'Chip Design']","['Chip Design', 'CSC Frontend']",2,4,324,Placed,DREAM,96,71,10 LPA,126,Male,"['Machine Learning', 'Database Management', 'Data Analysis']",3
20CSE0227,Mark Wood,6.05,2,"['Software Engineer', 'Software Engineer', 'Hardware Engineer']","['CSC Backend', 'CSC Backend']",2,9,175,Placed,DREAM,72,93,40 LPA,117,Male,"['Java', 'Database Management']",9
20ECE0077,Willie Green,8.02,2,"['ML Engineer', 'ML Engineer', 'Software Engineer']","['Chip Design', 'Cloud Engineer']",2,4,295,Not Placed,None,78,96,20 LPA,112,Male,"['Data Analysis', 'Machine Learning', 'Communication', 'C++']",6
20ECE0054,Andrew Montgomery,9.45,8,"['Software Engineer', 'Robotics']",['Chip Design'],1,0,246,Not Placed,None,77,81,30 LPA,100,Female,"['C++', 'Java', 'Python', 'Web Development']",9
20ECE0165,John Miller,7.87,7,['UI Design'],"['Chip Design', 'Chip Design', 'ML Engineer']",3,0,91,Not Placed,None,100,96,4 LPA,143,Female,"['Database Management', 'C++']",1
20ECE0121,Pamela Pratt,7.07,1,['Cloud Engineer'],"['ML Engineer', 'CSC Backend', 'CSC Frontend', 'CSC Backend']",4,4,434,Placed,DREAM,94,84,10 LPA,93,Male,"['C++', 'Java', 'Web Development', 'Database Management']",7
20CSE0019,Jamie Green,7.87,4,['Software Engineer'],['CSC Frontend'],1,2,70,Placed,REGULAR,77,94,4 LPA,135,Female,"['Machine Learning', 'C++']",5
20ECE0126,Stacie Campbell,9.08,3,['Business Management'],"['CSC Backend', 'Cloud Engineer']",2,5,277,Placed,SUPER DREAM,96,85,70 LPA,142,Male,"['Database Management', 'Web Development']",2
20EEE0263,Emily Rodriguez,9.83,1,"['ML/AI', 'UI Design', 'ML/AI']",['VLSI'],1,0,468,Not Placed,None,69,64,60 LPA,142,Male,"['C++', 'Communication', 'Data Analysis', 'Web Development']",2
20ECE0053,Brian Barry,8.96,8,"['Robotics', 'Cloud Engineer']",['VLSI'],1,4,428,Not Placed,None,100,77,30 LPA,133,Male,"['C++', 'Communication']",4
20CSE0327,Roger Sloan,8.95,2,['Cloud Engineer'],"['System Design', 'Chip Design']",2,7,281,Placed,DREAM,83,96,25 LPA,119,Male,['Web Development'],2
20EEE0275,Sarah George,9.81,7,"['ML/AI', 'Cloud Engineer']",['ML Engineer'],1,10,496,Not Placed,None,65,75,60 LPA,133,Male,"['Python', 'Communication', 'Machine Learning', 'Java']",5
20ECE0198,Jessica Bridges,7.03,1,"['UI Design', 'Business Management', 'UI Design']","['Cloud Engineer', 'System Design']",2,6,158,Not Placed,None,65,75,50 LPA,84,Female,"['Database Management', 'Web Development']",4
20ECE0050,Jessica Brown,6.43,5,['ML Engineer'],"['CSC Backend', 'Chip Design', 'CSC Backend', 'Chip Design']",4,0,412,Not Placed,None,69,67,90 LPA,104,Female,['Python'],5
20EEE0065,Nicole Meadows,9.67,7,"['Chip Design', 'Business Management']","['CSC Backend', 'System Design']",2,2,397,Not Placed,None,91,86,60 LPA,149,Male,"['Java', 'Communication', 'Database Management', 'Machine Learning']",1
20EEE0058,Andrew Stevens,6.57,4,"['Hardware Engineer', 'Hardware Engineer']","['VLSI', 'Cloud Engineer', 'CSC Backend', 'Cloud Engineer']",4,6,40,Placed,REGULAR,82,85,20 LPA,109,Male,"['Data Analysis', 'Machine Learning']",4
20ECE0034,Candice Hopkins,6.47,4,"['ML/AI', 'System Design']","['VLSI', 'CSC Backend']",2,10,399,Placed,DREAM,82,88,15 LPA,85,Female,"['C++', 'Machine Learning', 'Database Management', 'Communication', 'Python']",10
20EEE0271,Mary Steele,6.45,3,"['Cloud Engineer', 'UI Design', 'Robotics']","['CSC Backend', 'CSC Frontend', 'Cloud Engineer', 'CSC Frontend']",4,8,279,Not Placed,None,64,78,50 LPA,107,Male,['Data Analysis'],1
20CSE0064,Joseph Baker,6.47,9,"['Robotics', 'Robotics']","['VLSI', 'Cloud Engineer']",2,0,355,Placed,SUPER DREAM,80,68,50 LPA,98,Female,"['C++', 'Web Development']",6
20ECE0120,Kimberly Martinez,7.4,8,['Robotics'],['CSC Frontend'],1,10,48,Placed,REGULAR,91,95,1 CR LPA,85,Female,"['Communication', 'Data Analysis', 'Database Management', 'Machine Learning', 'Web Development']",7
20CSE0265,Alicia Harvey,7.04,7,"['System Design', 'ML Engineer', 'Hardware Engineer']","['System Design', 'VLSI', 'Cloud Engineer', 'Chip Design']",4,0,5,Not Placed,None,80,85,15 LPA,140,Male,"['Machine Learning', 'Database Management']",3
20EEE0051,Jessica Robinson,8.92,10,['Cloud Engineer'],"['VLSI', 'System Design', 'VLSI']",3,0,207,Placed,SUPER DREAM,94,87,50 LPA,129,Female,"['Machine Learning', 'Web Development', 'Data Analysis', 'Database Management']",2
20EEE0174,Julie Morgan,8.16,6,['Hardware Engineer'],"['System Design', 'Chip Design']",2,9,101,Not Placed,None,80,60,6 LPA,102,Female,"['Machine Learning', 'Communication']",6
20ECE0096,Thomas Fields,9.78,9,"['Robotics', 'Cloud Engineer', 'Software Engineer']","['VLSI', 'CSC Backend', 'System Design']",3,7,229,Not Placed,None,67,90,15 LPA,133,Male,"['Web Development', 'Python', 'Database Management']",10
20CSE0192,Andrew Macdonald,9.18,10,"['Robotics', 'Robotics', 'Software Engineer']","['System Design', 'CSC Frontend', 'CSC Backend']",3,2,363,Not Placed,None,75,82,10 LPA,81,Male,"['Python', 'Machine Learning', 'C++']",1
20ECE0302,Molly Morris,8.45,7,['UI Design'],['Chip Design'],1,2,104,Not Placed,None,60,77,20 LPA,147,Male,['Web Development'],7
20CSE0028,Christina Finley,6.47,10,"['Hardware Engineer', 'Cloud Engineer', 'Software Engineer']",['CSC Backend'],1,1,465,Placed,REGULAR,71,87,10 LPA,146,Female,"['Data Analysis', 'C++', 'Machine Learning', 'Database Management', 'Web Development']",10
20CSE0138,Tracey Lopez,7.38,7,"['UI Design', 'Cloud Engineer', 'ML/AI']",['Chip Design'],1,8,119,Not Placed,None,77,92,90 LPA,85,Male,['Data Analysis'],6
20CSE0139,Derrick Huynh,6.93,9,"['ML/AI', 'Software Engineer']","['CSC Backend', 'ML Engineer', 'CSC Frontend']",3,10,373,Not Placed,None,60,66,60 LPA,140,Female,"['Data Analysis', 'Web Development', 'Machine Learning']",2
20EEE0092,Jennifer Parrish,6.84,7,['Software Engineer'],"['Chip Design', 'ML Engineer']",2,0,95,Not Placed,None,60,79,10 LPA,132,Female,['Communication'],4
20EEE0318,David Williams,7.51,2,['ML Engineer'],"['ML Engineer', 'Chip Design', 'CSC Frontend', 'ML Engineer']",4,8,494,Not Placed,None,77,71,70 LPA,90,Female,"['Web Development', 'Machine Learning']",4
20EEE0290,Samantha Brown,8.48,1,"['System Design', 'ML/AI', 'Business Management']",['Cloud Engineer'],1,8,368,Placed,DREAM,62,99,25 LPA,126,Male,"['Database Management', 'Web Development', 'Machine Learning']",9
20CSE0247,Lindsey Jones,6.08,7,"['Software Engineer', 'UI Design']","['Cloud Engineer', 'CSC Backend', 'CSC Backend', 'Chip Design']",4,7,143,Placed,REGULAR,70,86,8 LPA,89,Female,"['Web Development', 'C++', 'Database Management', 'Data Analysis']",3
20ECE0242,Timothy Terry,9.95,4,['Cloud Engineer'],"['Chip Design', 'Chip Design', 'System Design', 'CSC Backend']",4,2,62,Not Placed,None,81,67,1 CR LPA,127,Female,"['Data Analysis', 'Web Development', 'Communication', 'Python', 'C++']",2
20CSE0145,James White,6.21,2,"['ML/AI', 'System Design']","['CSC Frontend', 'ML Engineer', 'CSC Backend', 'CSC Backend']",4,0,151,Placed,SUPER DREAM,80,67,70 LPA,81,Female,['Java'],4
20CSE0280,Allison Myers,7.94,3,['Chip Design'],['CSC Backend'],1,4,214,Placed,REGULAR,83,89,10 LPA,108,Male,"['Communication', 'Python', 'C++', 'Java']",10
20CSE0119,Whitney Gutierrez,8.49,6,['ML/AI'],"['ML Engineer', 'VLSI', 'Chip Design', 'VLSI']",4,1,122,Not Placed,None,99,68,8 LPA,128,Male,"['Communication', 'Machine Learning', 'Database Management']",7
20CSE0170,Raymond Sullivan,9.74,9,"['Chip Design', 'ML Engineer']","['VLSI', 'CSC Frontend', 'System Design', 'System Design']",4,3,307,Placed,REGULAR,84,96,50 LPA,107,Male,"['Communication', 'Database Management']",8
20EEE0036,Zachary Jackson,7.92,9,"['Cloud Engineer', 'System Design']","['CSC Frontend', 'ML Engineer', 'ML Engineer']",3,4,363,Not Placed,None,66,73,15 LPA,83,Male,"['Java', 'Web Development', 'Communication', 'Database Management', 'Python']",5
20ECE0310,Victoria Parker,8.77,7,['Chip Design'],"['Cloud Engineer', 'CSC Backend', 'Chip Design']",3,2,487,Not Placed,None,65,95,90 LPA,97,Female,"['Machine Learning', 'Database Management', 'Data Analysis', 'C++']",9
20CSE0006,Alyssa Jensen MD,9.98,2,['Hardware Engineer'],"['CSC Backend', 'CSC Frontend', 'CSC Backend', 'VLSI']",4,2,234,Not Placed,None,76,66,10 LPA,92,Male,['Database Management'],6
20EEE0040,Kevin Lopez,9.82,6,"['Robotics', 'Business Management']","['CSC Backend', 'Chip Design', 'CSC Frontend', 'CSC Frontend']",4,1,3,Not Placed,None,92,63,4 LPA,86,Female,"['Web Development', 'Java', 'Data Analysis']",1
20EEE0184,Robert Palmer,7.64,10,['UI Design'],"['Chip Design', 'CSC Backend', 'System Design', 'ML Engineer']",4,10,371,Not Placed,None,86,100,80 LPA,82,Female,"['Web Development', 'Machine Learning', 'Communication']",8
20ECE0014,Jeffrey Green,7.87,10,['UI Design'],"['Cloud Engineer', 'CSC Backend', 'ML Engineer']",3,3,439,Not Placed,None,75,75,1 CR LPA,139,Female,"['C++', 'Web Development', 'Data Analysis']",9
20ECE0156,Francisco Garcia,7.6,7,"['Robotics', 'Chip Design']","['Cloud Engineer', 'System Design', 'System Design']",3,2,171,Not Placed,None,93,98,8 LPA,139,Female,['Database Management'],8
20ECE0041,Elizabeth Brown,6.67,9,['ML Engineer'],"['ML Engineer', 'CSC Backend', 'ML Engineer']",3,9,436,Not Placed,None,63,84,20 LPA,123,Female,"['Java', 'Machine Learning']",7
20ECE0159,Roy Stewart,6.07,10,"['Chip Design', 'Cloud Engineer']",['VLSI'],1,4,57,Placed,DREAM,99,98,60 LPA,85,Female,"['Web Development', 'Data Analysis', 'Java', 'Machine Learning', 'Communication']",3
20ECE0085,Ryan Jones,7.66,9,"['System Design', 'Cloud Engineer', 'Software Engineer']","['Cloud Engineer', 'CSC Backend', 'ML Engineer', 'CSC Backend']",4,6,490,Not Placed,None,83,64,10 LPA,81,Male,"['Data Analysis', 'Python', 'Java']",4
20CSE0102,Ross Allen,6.67,2,['Cloud Engineer'],"['VLSI', 'VLSI']",2,10,99,Not Placed,None,85,65,1 CR LPA,149,Female,"['C++', 'Python', 'Machine Learning', 'Database Management']",6
20EEE0105,Terri Fowler,7.81,7,"['Hardware Engineer', 'Robotics', 'Software Engineer']","['Chip Design', 'Cloud Engineer']",2,4,382,Not Placed,None,68,94,30 LPA,99,Male,"['Java', 'C++', 'Machine Learning', 'Communication']",1
20CSE0273,Heather Alexander,8.18,4,"['Cloud Engineer', 'ML/AI', 'UI Design']",['ML Engineer'],1,6,34,Not Placed,None,65,94,10 LPA,136,Female,"['Communication', 'Web Development', 'Java', 'Machine Learning']",4
20ECE0113,Thomas Obrien,6.72,4,['ML Engineer'],"['CSC Backend', 'CSC Backend', 'Cloud Engineer']",3,8,39,Placed,DREAM,93,85,8 LPA,146,Male,"['Python', 'Machine Learning', 'C++', 'Communication', 'Data Analysis']",7
20CSE0041,Brian Hall,6.48,7,['ML/AI'],"['System Design', 'VLSI', 'Cloud Engineer', 'CSC Backend']",4,2,215,Not Placed,None,60,93,30 LPA,113,Female,['Python'],6
20EEE0020,Paula Wood,8.67,10,['System Design'],['ML Engineer'],1,4,134,Not Placed,None,100,78,20 LPA,112,Male,"['Machine Learning', 'Web Development', 'Python', 'Communication', 'C++']",7
20CSE0217,Julian Merritt,6.44,5,"['Business Management', 'UI Design']","['Chip Design', 'CSC Backend', 'VLSI', 'VLSI']",4,0,106,Not Placed,None,99,70,90 LPA,134,Male,"['Data Analysis', 'Java']",3
20ECE0109,John Berry,7.88,9,"['Cloud Engineer', 'Business Management', 'Software Engineer']",['ML Engineer'],1,9,374,Placed,REGULAR,94,60,80 LPA,85,Male,"['Communication', 'Data Analysis', 'Java', 'Database Management', 'Python']",10
20CSE0120,Jack Collins,8.65,1,"['System Design', 'ML Engineer', 'Software Engineer']","['Chip Design', 'System Design']",2,7,305,Placed,DREAM,97,65,30 LPA,134,Male,"['Database Management', 'C++', 'Data Analysis']",5
20ECE0214,Joseph Roberson,7.54,3,['UI Design'],['CSC Frontend'],1,0,469,Placed,DREAM,87,95,70 LPA,90,Female,"['Communication', 'Database Management']",8
20CSE0062,Sheila Huff,9.96,10,"['Business Management', 'UI Design', 'ML Engineer']","['Chip Design', 'VLSI', 'ML Engineer', 'Chip Design']",4,3,356,Not Placed,None,73,74,10 LPA,126,Male,"['Java', 'Web Development', 'Data Analysis', 'Database Management']",4
20ECE0136,Ryan Garza,9.05,6,"['ML/AI', 'UI Design']","['ML Engineer', 'CSC Backend', 'CSC Backend', 'CSC Backend']",4,3,204,Placed,SUPER DREAM,100,93,60 LPA,107,Female,"['C++', 'Machine Learning', 'Web Development', 'Database Management']",3
20CSE0235,Danielle Jackson,8.08,7,"['Robotics', 'ML Engineer']","['ML Engineer', 'ML Engineer']",2,9,327,Placed,REGULAR,85,66,4 LPA,115,Male,"['Java', 'Communication', 'C++', 'Python', 'Database Management']",9
20EEE0301,Robert Ellis,8.85,6,"['Hardware Engineer', 'UI Design']",['CSC Frontend'],1,1,495,Placed,DREAM,100,100,50 LPA,96,Female,"['C++', 'Database Management']",4
20ECE0103,Michele Ramos,8.17,7,"['ML/AI', 'Cloud Engineer']",['CSC Backend'],1,6,270,Not Placed,None,80,99,10 LPA,103,Female,"['Database Management', 'Data Analysis', 'C++', 'Machine Learning']",6
20CSE0200,Christy Lewis,7.75,9,"['Cloud Engineer', 'System Design', 'Software Engineer']","['Chip Design', 'VLSI', 'Chip Design']",3,2,13,Placed,SUPER DREAM,85,86,40 LPA,146,Female,"['Machine Learning', 'Database Management']",5
20EEE0280,Sarah Black,8.33,9,"['Cloud Engineer', 'System Design', 'Chip Design']",['VLSI'],1,1,5,Not Placed,None,67,97,4 LPA,134,Male,"['C++', 'Communication', 'Machine Learning', 'Java', 'Data Analysis']",1
20ECE0224,Pamela Martin,6.01,8,"['Cloud Engineer', 'ML Engineer', 'UI Design']","['VLSI', 'Chip Design']",2,10,499,Placed,SUPER DREAM,84,69,90 LPA,113,Female,"['Java', 'Machine Learning', 'Python']",3
20ECE0195,James Young,7.5,9,['Cloud Engineer'],['CSC Frontend'],1,3,281,Not Placed,None,72,96,1 CR LPA,80,Female,"['Data Analysis', 'Python', 'C++']",9
20ECE0153,Roger Koch,6.32,10,['ML Engineer'],['ML Engineer'],1,8,5,Not Placed,None,97,60,25 LPA,104,Male,"['Machine Learning', 'Communication', 'Data Analysis']",2
20ECE0312,Dale Mcknight,9.5,6,"['ML Engineer', 'Software Engineer']","['Chip Design', 'CSC Frontend']",2,2,331,Not Placed,None,90,75,70 LPA,143,Male,"['Python', 'Java', 'Data Analysis', 'Database Management', 'Web Development']",9
20ECE0093,Alexander Small,9.77,2,['Chip Design'],"['CSC Frontend', 'CSC Backend', 'Chip Design']",3,10,293,Placed,DREAM,84,84,80 LPA,95,Male,"['Python', 'Data Analysis', 'Web Development', 'Machine Learning', 'Communication']",4
20EEE0207,Tamara Kramer,6.73,8,"['System Design', 'Robotics', 'Business Management']","['ML Engineer', 'VLSI']",2,2,66,Not Placed,None,64,91,15 LPA,84,Female,['Communication'],7
20ECE0104,John Simpson,9.89,1,"['ML/AI', 'ML/AI', 'ML Engineer']","['System Design', 'Cloud Engineer']",2,6,173,Placed,DREAM,94,90,50 LPA,93,Female,"['Data Analysis', 'Web Development', 'Communication']",10
20CSE0043,Gail Wallace,7.92,2,['Cloud Engineer'],['VLSI'],1,0,59,Not Placed,None,72,80,6 LPA,147,Female,"['Data Analysis', 'C++', 'Machine Learning', 'Database Management']",3
20ECE0308,Amanda Harrington,8.03,5,['System Design'],"['Cloud Engineer', 'VLSI', 'CSC Backend']",3,8,258,Not Placed,None,93,60,10 LPA,105,Female,"['C++', 'Web Development', 'Machine Learning', 'Java']",1
20CSE0141,Jay Schroeder,9.78,3,"['Robotics', 'Software Engineer', 'System Design']","['Cloud Engineer', 'ML Engineer']",2,0,492,Not Placed,None,93,70,1 CR LPA,97,Female,"['Database Management', 'Data Analysis', 'Python', 'Java']",2
20CSE0142,Tristan Barker,8.16,7,"['UI Design', 'UI Design']",['Cloud Engineer'],1,1,215,Not Placed,None,78,83,8 LPA,121,Male,"['Communication', 'Web Development']",2
20ECE0326,Joshua Ayers,7.73,6,"['Software Engineer', 'System Design', 'Software Engineer']","['ML Engineer', 'ML Engineer', 'ML Engineer']",3,9,193,Not Placed,None,61,92,10 LPA,138,Female,"['Web Development', 'Database Management', 'Java']",8
20EEE0159,Jessica Garcia,8.84,7,['Business Management'],"['VLSI', 'CSC Backend', 'CSC Frontend', 'System Design']",4,4,9,Not Placed,None,68,76,30 LPA,97,Female,"['Communication', 'Data Analysis', 'Machine Learning', 'Java', 'Web Development']",3
20CSE0157,Shelby Taylor,8.11,9,['UI Design'],"['Chip Design', 'Cloud Engineer', 'System Design']",3,3,65,Not Placed,None,81,68,60 LPA,144,Female,"['Java', 'Web Development', 'Communication', 'Machine Learning', 'Python']",9
